movie,sentiment,comment
Kapan,positive,aliteli bir yapım olmuş. Sıradan Siyahi filmlerinin ötesinde farklı bir konseptle karşımıza çıkıyor Get Out türünün hakkını veren kaliteli bir yapım. 8/10
Kapan,positive,"Filmin konusu bana Hostel serisini ve iskelet anahtar filmini hatırlattı. Ama bu film ikisinden de daha iyi, altı dolu bir film. Keyifli vakit geçirmek isteyenlere tavsiye ederim."
Kapan,positive,Çok özgün bir senaryoya sahip filmimiz başından sonuna kadar sahneleri tahmin ettirmesine rağmen kendini seyrettiriyor. Yani herşeyin olacağı belli gibiydi ama her daim de bir gizem farklı bir merak
Kapan,positive,
Kapan,positive,Farklı konusuyla dikkat çeken bir film Get out.Irkçılık ve gerilim üzerine şaşırtıcı bir seyirlik.Baştan sona kadar merak içinde izlenip keyifli zaman geçirmek isteyenlere tavsiye ederim
Kapan,positive,Kesinlikle güzel... değişik bi gizem ve gerilimi var. Ama bir iki hatayı spoiler verip dil
Kapan,negative,a hipnoz etkisini yitiriyorsa neden ilk uyanan adam beyazlara değilde crise saldırdı ve defol dedi. Orda crisi uyarabilirdi. İkincisi bu insanlar hipnozun etkisiyle başka bi insana dönüşmüyor ki beyin nakliyle dönüşüyor dolayısıyla bu durumda flaş çakması bi işe yaramamalıydı. Üçüncüsü salak rozie flaşın çaktığını gördüğü halde silahı neden
Kapan,positive,ık hatasına rağmen sonuna kadar izlenebilir güzel bi film.
Kapan,positive,Iyi film ama sanki biraz abartılmış. Oyunculuklar 
Kapan,negative,"gil. Yalniz bu kez  beyazlar kendi beyinlerini zenci bedenlere nakledip onlari asagilamak yerine tersine zencilerin yerine gecme hayallerini gerceklestiriyorlar. Dogrusu basroldeki oyuncu sadece polisin ırkçı onyargili tavriyla bir kez asagilaniyor, bunun disinda ailenin ve ziyaretcilerin oyle bir tavri yok. Ayrica basroldeki genc de tum aileyi yok et"
Kapan,positive,
Tuzak,positive,çok iyi bi filmdi kesinlikle
Tuzak,positive,"Çok sürükleyici,iyi bir film olduğunu söyleyebilirim."
Tuzak,positive,"Finali bana göre dört dörtlük olmuş, gayet kaliteli ve izlenesi bir film...Gözardı edilmiş bir film ama bulun ve mutlaka izleyin...Demi Moore yıllar geçsede yine mükemmel..."
Tuzak,positive,Seyrettiren bir gerilim olmuştu...
Tuzak,positive,Bir başyapıt değil tabiki o gözle izleyen biri beğenmez ama çok şeyler beklemediğiniz takdirde beğeneceğiniz bir film.. Sürükleyici bir an olsun sıkmıyor.. Elinize geçerse izleyin derim..
Teksas Katliamı,negative,İlk versiyonu daha güzeldi ama bu da idare eder.
Teksas Katliamı,negative,Bu filmi ben hariç herkes izlemiş!Ben sinemalara gelmedi diye biliyorum korsan vcd sini dahi bulamadım herkes nerde izledi bu filmi ya?
Teksas Katliamı,negative,zaten gidemiyoruz çünkü gelmedi bi ara 25 haziran filan yazıyodu nerdeee...2005'in sonlarına doğru gelir herhalde...eh o zamanda gelsin değil mi...sanki biz uzayda yaşıyoruzda film gelmiyo..
Teksas Katliamı,negative,bu film 2006 da gelir herhalde...Fazla beklemeyin vcd veya dvd sini alıp izleyin...Film in adı çok kötü olmus hiç ilgi çekmiyo...Böyle janjanlı kımıl kımıl bi adolsaydı daha iyi olurdu:)):)):)):)):)):))
Teksas Katliamı,positive,arkadaşlar filmi izledim bu izlediğim korku filmlerin içinde etkilendiğim iyi filmlerden birisi yönetmen iyi olaylar araştırılmış ve film gerçek öyküye en yakın olanı bence
Teksas Katliamı,positive,gerçekten de teen-slasher filmlerinin kralı ve başlangıcı olmakla beraber hiç gözardı edilmeyecek bir film...testereli katil iyi işler yapıyor.ama beğenene.
Teksas Katliamı,positive,Filmi birbuçuk yıldır bekliyorum fakat sinemalara gelmeyecek gibi yapımcılar en azından Torque da yaptıkları gibi filmi vcd ye sürebilirler böylece Türk sinema severlerde böylesine iyi bir gerilim filmini daha fazla gecikmeden izlerler.
Teksas Katliamı,positive,10/10 puan alır benden.. Kesinlikle o eski korku filmleri aratmayan son zamanların en güzel katliam filmi. Korkudan artık bitsede kurtulsak diyeceğim her sahnesi gerilim dolu bir film..
Teksas Katliamı,negative,filmin bugun dvd sini izledim.öncelikle testere geri döndü demeleri çok saçma.filmin testereyle alakası yok.filmde hiç bir şey bulamayacagınıza emin ol ne bir korku nede bir gerilim vizyona girmeye değmeycek tarzda bir film.3/10 en fazla
Teksas Katliamı,positive,bu filmin ilk yapımını izlemedim ama son iki tekrar filmini izledim tekrarladında bile bu kadar baraşı ile ayrıldıklarına göre ilkini siz düşünün bu filmi ben 2004 yılında izledim ve en iyi korku filmlerime girmeyi başardı herkese tavsiye ederim oyunculuklar gayet işyi mekanlar olay akış sıraları benzer filmlerin çok daha ötesinde şiiddetle tavsiye ederim
Teksas Katliamı,negative,"filmi sinemada izledim. hiç de güsel bi film değildi. beğenmedim. the descent daha iidi .en azından finali değişikti. saw ın devamı gibi lanse edilmesi de çok yanlış bence. sadece izlemek isteyenler gitsin, korkmak için gitmeyin bence."
Teksas Katliamı,positive,izlediğim en iyi korku gerilim filmlerinden bir tanesiydi bol kan ve bol dehşet bazı sahnelerde heyecandan yerimde duramadım jessica biel'ın perfonması görülmeye değer doğrusu katille iyi mücadele etti kısacası izlemenizi tavsiye ederim
Teksas Katliamı,positive,seyretmeye değer bence kaçırmayın
Teksas Katliamı,negative,"korku filmi sevenler için vakit kaybı bence.Bitirmek için zor dayandım.Çığlık ve testere sesi var sadece,konu yok senaryo yok.Tek olumlu yani gerçek hikaye olması."
Teksas Katliamı,negative,gerçekten çok basit.kötü bir film.
Teksas Katliamı,negative,"pek  güzel değildi 
1.testere  10 basar teksasa
korkunç değil iğrençlikler vardı"
Teksas Katliamı,positive,kötü eleştirilerin hiçbirine katılmıorum.. bnce korku dozu yüksek heyecanlı bi filmdi.. ama abartmaya gerek yok... yinede izlemeye değer tawsiye ederim...
Teksas Katliamı,negative,"korku filmi klişesine uymak için yapılmış bence, yalnız bıçak, silah, böö sesleri, gıcırdayan kapılar yerine elektrikli testere seçilmiş, aslında heyecanladırmayı  başarmış da doğrusu.. ama konu, senaryo ortada yok gibi sadece elektrikli bir testere var.. bence vasat...... ama en azından çok sıkıcı değil."
Teksas Katliamı,positive,süpeerrr bi film izlediğim en iyi korku filmi yook bööle bi film
Teksas Katliamı,negative,kötüydü
Hesaplaşma,positive,mükemmel bir aksiyon!! İzleyin....
Hesaplaşma,positive,Film genel olarak basarılı güzel aksiyon sahneleri var.ilk bolumde thurman cok az gozukuyor.Ben genelde fılme hakım.İzlenmelı
Hesaplaşma,negative,Film izlerken uyuklamak istiyorsanız siddetle tafsiye edilir....5/10
Hesaplaşma,positive,filme az kişinin oy vermesi filmin notunu düşürmüş en azından 8-8.5 luk bi film harika bir kurgu şiddetle tavsiye edebilirim
Hesaplaşma,negative,Kesinlikle sıkıcı bir film.Oyuncular hatrına izlenilebilir belki.
Hesaplaşma,positive,philip k. dickin kısa bir öyküsü. orjinalden daha güzel olmuş...
Hesaplaşma,positive,bilimkurgu filmi olarak gayet ustaca tasarlanmış bir film. ayrıca filmde aksiyonda gayet güzel işlenmiş.zaman ve teknoloji ilerledikce ilginç senaryolar ortaya çıkıyor işte bir taneside bu film.iyi seyirler.
Hesaplaşma,positive,İzlenmesi gerekenlerden gerçektende..Hareketli ve sürükleyici bir yapım..John Woo yönetmenliğinde Ben Affleck ve Uma Thurman..8/10
Hesaplaşma,positive,bilimkurgu ve aksiyon sevenler keyifle izlerler.kotu bi film degil fakat cok ta abartmamak lazim
Hesaplaşma,positive,Woo nun Hollywood a veda busesi...
Hesaplaşma,negative,"Ben Affleckin oyunculuğunu nedense çok itici buldum,bu konuya hiç yakıştıramadım.Film konu itibariyle ilgi çekici fakat Ben Affleck olmasaydı sevebilirdim filmi."
Hesaplaşma,positive,Filmin konusu çok güzel. Vaktin nasıl geçtini anlamıyorsunuz. Başladığınız gibi bitiyor. İzlemeye değer bir film. Oyunculuklar güzel. Paul Giamatti oyunculuğunu beğendiğim oyunculardan. Daha büyük rollerde oynamalı artık.
Hesaplaşma,positive,"Ben Affleck ve Aaron Eckhart ile beraber Kill Bill'den Uma Thurman'ın başrollerini paylaştığı ""Paycheck"" diğer adıyla ""Hesapçeki"" Türkiye'de ""Hesaplaşma"" ismiyle gösterime girmişti. M.I. 2'den bildiğimiz Çin'li yönetmen John Woo burada vasat bir iş çıkarmış. Halbuki Philip K. Dick'in ünlü öyküsü burada daha iyi işlenebilirdi. Filmde mantık hatalarının bolca yeralmasına karşılık; aksiyon ve bilim kurgu karışımı filmi finale kadar sürüklüyor. 60 milyon dolar bütçeli film, yaklaşık 100 milyon dolar global çapta gişe yaptığını belirtmekte fayda var."
Hesaplaşma,positive,"Film gercekten harika,böyle sürükleyici ,insanın aklına zor gelecek tamlamalar çok az filmde olur.Ben Affleck kendini kanıtlamış başarılı bir sinema sanatçısı oynadıgı her filmde %90 başarılı olmuş.Böyle güzel bir filmi ve kendini ispatlamış bir oyuncuyu hala nasıl berbat diye eleştiriyorsunuz anlamıyorum pes dogrusu.Bence filmde ve Ben Affleckte sorun yok sorun sizde beyninizde.."
Hesaplaşma,positive,Film kesinlikle çok akıllıca işlenmiş. Yani izlerken vay be dedim. Sıradan bir macera filmi değil. İzleyin ve görün.
Hesaplaşma,positive,"John Woo Kendinden beklenen herşeyi bu filmdede veriyor. Heyecan, aksiyon, v.s. Hoş, kendini sonuna kadar izleten güzel bir seyirlik."
Hesaplaşma,positive,bencede cok ii bi filmdi kurgu güseldi senaryo iyiydi ben afflecki pek sevmemem ragmen film gayet ii
Hesaplaşma,negative,konu guzel ıslenmıs.uma thurman’ın oyunculugu super.ben affleck ortalama.
Hesaplaşma,positive,Sürükleyici ve merak uyandıran bir film.Daha iyi oyunculukla çok daha iyi olurmuş ama yine de ben beğendim. 7/10
Hesaplaşma,positive,iyi kurgulanmış güzel bir film
Gerçeğe Çağrı,negative,Bi de Runner man vardı o da manyak bi bilimkurguydu.Arnold istemeden bir ölüm yarışmasına giriyodu.onu izleyen var mı?
Gerçeğe Çağrı,positive,fantastik bi düşüncenin ela alınıp film yapılması ve bu filmde iyi oyuncuların olması ile iyi bi yapım cıkmış.iyi bi yapım.
Gerçeğe Çağrı,positive,"Türünün en iyi örneklerinden. Yapıldığı yıla göre ve hatta günümüzle bile mukayese edilebilecek görsel efektlere sahip film, başarılı olay örgüsüyle de ön plana çıkıyor. 

Sıradan filmleri efektlerine bakarak şahaser ilan eden ve senaryoları ikinci plana iten arkadaşlara şiddetle önerilir."
Gerçeğe Çağrı,positive,Keşke Tv de bir daha seyretsek uzun zamandır izlemedim. Çok güzel bir film.
Gerçeğe Çağrı,positive,BENCE BİLİM-KURGUNUN  BABA FİLMLERİNDEN BİRİDİR
Gerçeğe Çağrı,positive,"Hep söyledim yine söylüyorum .Arnold bilimkurgunun efendisi.
15 sene öncesi ve böyle efektler gerçekten inanılmaz. Filmi çok eskiden izlemiştim. Herhalde şimdi yasakladılar ama hala bir kaç güzel sahnesi aklımda inşallah vcd'si çıkar."
Gerçeğe Çağrı,positive,"Farklı bir bilim kurgu ve bana göre hiçbir zaman yeri doldurulamayacak bir film.Arnold'un Terminatör 2 ile beraber en sevdiğim filmi.
Yönetmenide türlü türlü fimleri başarı ile çeviren Paul Verhoeven."
Gerçeğe Çağrı,positive,Arnold Schwarzenegger’in en başarılı filmlerinden birisi.1999 ylında ’’Total Recall 2070’’ isminde ikinci sınıf devam filmi çekilmişti bir de.
Gerçeğe Çağrı,positive,"Döneminin üstünde, görsel efektlere sahip. Defalarca seyredilse de bıkılmayacak, bilim kurgu aksiyonlarından. Resmen bir 'kült' başyapıt."
Gerçeğe Çağrı,negative,İncepiton un senaryosu için bu filmden esinlenilmiş sanırım. Filmde benzer noktalar vardı...Orta karar bir bilimkurgu-aksiyon. Schwarzeneger hayranları memnun olabilir...
Gerçeğe Çağrı,positive,"bugüne dek hep tv`de izleyip hayranlık duyduğum bu film artık dvd formatında ülkemizde de satışta!hiç düşmeyen temposu, kurgusu, iyi kurulmuş komplosu ve çok başarılı mars tasarımlarıyla kolay kolay zihinlerden çıkmayacak bir film!gelecekteki mars şehirleri de herhalde en fazla bu kadar olur.yönetmenin en iyi filmi!tabii bu filmin bu kadar iyi olması ne kadar sevindiriciyse yönetmenin daha sonra ahududu ödüllerine layık görülmesi de bir o kadar üzücü..."
Gerçeğe Çağrı,positive,90ların uzay merakını anlatan filmlerden biriydi ve iyi başarılmıs bir filmi ben cok beğendim ve izlerken cok sürüklendim.İzlenmesi gereken filmlerden biri...
Gerçeğe Çağrı,negative,dönemine göre ileri teknikler kullanılmış basit konulu bir film 7/10
Gerçeğe Çağrı,positive,"Zamanının kendi alanındaki en iyi filmlerinden biri olarak çocukluğumuz filmleri arasında bulunmuş bir yapımdır. Yeni hali de gayet başarılı bence.

notum:8/10"
Gerçeğe Çağrı,positive,"Sinema tarihine yön veren filmlerden biri olduğuna inanırım. Matrix'in atası olduğu da söylenen bir filmdir. Yeni dönemde tekrarı çekilmiş fakat esas ilk filme yaklaşamamıştır bile. Aslında kim olduğumuzu sorgulatan bir senaryoya sahip. Film boyunca soru işaretleriyle devam edersiniz. İnsanın geçmişi mi kim olduğunu belirler? Yoksa başımıza ne gelirse gelsin, geçmişimizi yok saysak bile biz yine aynı kişi olarak mı hayatımıza devam ederiz? Bu efsanevi filmi seyretmemek büyük bir eksiklik olsa gerek. Bazı komik ve sıra dışı olaylar filmi kült yapıyor olabilir, ama onlara tadı tuzu diyelim."
Gerçeğe Çağrı,positive,çok eski olmasına rağmen bu gün izlemdiğinde bile insanı büyüleyebilecek bir yapım ve arnold un en iyi filmi bence
Gerçeğe Çağrı,positive,arnold ın terminator haricinde beğendiğim tek filmi
Gerçeğe Çağrı,positive,bu film gerçekten çok ii bir film defalarca izlemişimdir senaryo efekt kurgu her yönüyle çok güzel bir film ve hala aklımda her sahnesi bu filmleri izlemek lazım 10/9
Gerçeğe Çağrı,positive,fazla abartılmadığı sürece iyi bir film diye düşünüyorum.
Gerçeğe Çağrı,positive,8/10 verdim ama Arnold gibi itici bir aktöre rağmen çok sevdiğim bi yapıt. Yeniden çevirmelerini istemezdim.
Dönüş,positive,gerçekten çok güzel bir film.daha bugün izledim ve taze taze yorum yapıyorum. film bende requiem for a dream'vari bir etki yaptı. gerçektende insanın içini feci halde acıtan bir film. ama çok güzel tam bir rus sineması örneği.. bu arada andrei rolündeki çocuğun ölmesine son derece şaşırdım.. nasıl olur yaa.. o zaman filmi yarıda mı kesmişler yani.. ya da çekilecek sahneleri iptal edip fotoğraf slytlarıyla mı bitirmişler acaba.. çocuğa mı üzülürsün filme mi...
Dönüş,positive,Çok başarılı bir film.Yönetmen oldukça başarılı.Basit bir film ve basit bir anlatım ancak bu kadar başarılı olabilir.
Deney,positive,"yazılan yorumlarda gardiyanların sadistliği ya da mahkumların 2. günde tepki vermeleri vs vs eleştirilmiş ama gerçek deneyde mahkumlar daha psikopat, ve bu yüzden deneyi 6. günde kesiyorlar, mahkumlardan 2 si de kafayı yemeye başladığı için 2 . günde falan serbest bırakıyorlar ve yaşanan herşey gerçek az önce verdiğim sitede resimleri ve belgeleriyle deney anlatılmış...1971 yılında gerçekleşmiş bu deney ve katılanların çoğu da şu an alanında doktora yapmış kişiler"
Deney,negative,psikoloji olayı tamam da ..kusura bakmayın değişik bir film yapmak için saçmalamışlar...
Deney,positive,"İzlerken zevk aldığım,değişik konulu filmlerden biriydi!Ben bu Moritz denen adamı da seviyorum aslında;ekrana yakışıyor bir şekilde!
Ama filmde beni en çok etkileyen sahne Tarık'ın Dora'nın gözyaşını öptüğü sahneden başkası olamazdı! ;)"
Dönüş,positive,arkadaşlar film mükemmeldi.lütfen eleştirirken bu kadar acımasız olmayalım.film sıkıcı değildi.öncelikle hayattan bir kesitti ve oyuncular özellikle küçük çocuk oldukça başarılıydı. filmin konusuna gelince hayatın ta kendisi. imdb notundan daha düşük puan vermişiz bunu biraz yükseltelim.benden 9/10.
Dönüş,positive,muhteşem . baba oğul ilişkisine en ii örneklerden biri .hele de yönetmenin ilk denemesi tek bi an bile sıkılmıyorsunuz
Dönüş,positive,2 küçük çocuk ve hayatlarına aniden giren babaları ... nasıl olur sizce baba çocukları kazanmaya çalışacaktır muhakkak değil mi hayır bu filmde böyle olmuyor herşey daha gerçek sahici hatatın tam içinden insan egolarına daha yakışır cinsten... çok etkileyici düşündürücü bir dram mutlaka seyredilmeli...
Dönüş,positive,"az diyolog çok iş..we sessizlik..
kahkalarla ağlamak gibi bir his uyandıyor..baştan sonra her kare olağanüstü  ama bi soğukluk war filmin genelinde"
Dönüş,positive,"hani bazı film ya da kitaplar vardır.. önce dümdüz görünür de ayrıntılar ""hissedildiğinde"" bambaşka bir tabloyla karşılaşırız.. aynen bu filmin neredeyse ortasına kadar klişe denebilecek sıradan bi hikaye gördüm,sıkılmadım ayrı,ama genel temayı ve sonu anladığımı düşünürken filmin devamı boyunca beklentilerimin dışında gelişti olaylar..  Durağan bir işlenişi olmasına rağmen, filmin genelindeki ve sahnelerdeki derin hüzünle, özellikle İvan'ın(I.Dobronravov)müthiş oyunculuğu birleşince gerçekten iyi bir drama-gerilim çıkmış ortaya..."
Dönüş,positive,film bittikten sonra kafamda yığınla soru işareti kaldı diyebilirim. görsel açıdan çok etkileyiciydi izlerken keyif aldım ama bittikten sonra 'ne oldu şimdi' diye kalakaldım.en azından kutuda ne olduğu açıklanabilirdi
Dönüş,negative,film bitince hakikaten ekrana bakakalıyorsunuz.çünkü sıkıcı bir filme katlanıp sonunu bir yere bağlamalarını ümit ediyorsunuz.ama yok böyle bi şey..kendinize işkence etmeyin ..benden söylemesi..
Dönüş,positive,"Dönüş.. 2 kardeşin önceden yaşanacakları bilme şansı olsaydı, hayatları boyunca hiç tatile çıkmayacak olsalar bile bu tatile çıkmazlardı sanırım.. çok etkili bir film.. görsellik harika.. oyuncular, senaryo ve çekim açıları çok iyi.. film müzikleri hem sahnelerle uyumlu hem de başlı başına dinlenebilecek güzellikte.. andrei zvyagintsev aldığı ödülleri fazlasıyla hak ediyor.. 10/10"
Dönüş,positive,"Film için söylencek tek söz farklilik olsa gerek... Hayran kaldim izlerken manzaralarina,kamera açilarina,oyunculuklara bitmesin diye izlenilen filmler vardir ya iste bu filmde onlardan biri.Ben bu filme 10 puan verirdim ama 9 vericem çünkü soru isaretleri beni çok sikiyor hele birde çözümsüz olunca...

    Yorumun devamini Filmi izlemeyen arkadaslar okumasin Lütfenn! izledikten sonra okumaniz daha uygun ...

-->Öncelikle film için bir kaç bilgi vermek istiyorum 
1-filmde çekilen son aslinda basta izledigimiz sahne,denize  atlayamama nedeni filmde bize sunulan sondan kaynaklaniyor.
2-Abi rolünü üstlenen kardes film çekimleri sirasinda hayatini kaybetmis! hayatini kaybettigi sahnede denize atlama sahnesi yuzunden olmus."
Dönüş,positive,"filmle ilgili yazacaklarım arasında ister istemez finalle alakalıbir kaç şey de söyleyeceğim. o yüzden izlemeyen okumasın bence.

film çok güzel ve  çok estetik. oyuncular çok iyi. büyük oğul rolünü oynayan çocukfilmden sonra ölmüş. diğeri de 6. His filmindeki çocuğu andırıyor.

Filmle ilgili imdb.com sitesinde  çokgüzel yorumlar var. Hristiyan kültüründe yetişenler için filmin bizleriçin olduğuna kıyasla daha fazla şeyler içerdiği ve doğrudan dinsel göndermelerle olduğunu anlıyoruz.

Saatlerdir filmi düşünüyorum. Beni en çok neyin etkilediğini düşünüyorum. Hiç bir şey söyleyemeden çok şey söyleyen baba..oğulların büyümesi için babaların ölmesi gerekir..babalarını aşamayan çocuklar büyüyemezler. tamamen büyümekle, hayata yönelmekle ve hayatı öğrenmeyi başlamakla alakalı bir film bu. Gerçekten birden fazla izlemek gerekebilir. Filmin müzikleri çok yerinde kullanılmış, sanki o da bir  oyuncu gibi.. görüntüler çok etkileyici. senaryonun çok önemli olduğunu kanıtlayan bir film bu."
Dönüş,positive,"'Sonsuz travma' yazdıklarına katılıyorum. Hele David Lynch, Ingmar Bergman, Tarkovsky gibi usta yönetmenlerden sonra ki yeni kuşak yönetmenlerin işi gerçekten çok zor. Ben bu isimlere ek olarak Theo Angelopoulos ve Nikita Mikhalkov'u eklemek istiyorum. Bu yönetmenler kesinlikle Avrupa ve Dünya sinemasına yön vermişler. Bence de Andrei'ler kolay yetişmiyor:) Fakat bu filmde duygusallık ve gerilim nasıl olmuşda bu kadar başarılı bir biçimde ve de seyirciyi hiç sıkmadan muhteşem bir finalle birleştirilmiş. Bu beni çok umutlandırdı açıkçası..
Bu yüzden 'Ya TARKOVSKY yeniden doğdu ya da yeni bir TARKOVSKY doğdu.' dedim.. Deliler Evi'ni izlemedim ama bu kadar kaliteli bir film'mi bilmiyorum? Ama vizyonda 2 film var. Biri Makinist, diğeri de Dönüş. gerisi ziyan bence zaman ve para harcamaya değmez. Ayrıca İstanbul film festivalini sabırsızlıkla bekliyorum. 7 filme bileti şimdiden aldım bile :) Saygılar"
Dönüş,positive,"Gerçekten harika bir film.Yıllar sonra babalarına kavuşan çocukların babalarıyla ilişkisi,özellikle küçük oğlan ile babanın çatışması çok iyi işlenmiş.Muhteşem doğa görüntüleri eşliğinde insan doğasına unutulmaz bir yolculuk yaptıran şiir gibi film.Babalık otoritesi-sevgi çatışması ve büyüme olgunlaşma sancıları daha güzel anlatılamazdı.Babayı oynayan aktör ile İvan rolündeki küçük oyuncu muhteşem oyunculukları ile filmi sürüklüyorlar.Mutlaka izleyin."
Dönüş,positive,hollywoodun ayni konu ve senaryolarindan sıkldıysaniz bu filmi mutlaka izleyin.degisik ben begendim..
Dönüş,positive,son söz... babnın ağzından çıkan o son sözle film geriye sarılıyor adeta... hayatımda gördüüm en iyi sonlardandı... filmi dün izlememe rağmen hala etkisinden kurtulamadm. konu hiç bir abartı ya da hiç bir eksiklik olmadan işlenmiş. ne diyiim mutlaka izleyin
Dönüş,positive,"Su an itibariyle bu filme yorum yazabilmek icin siteye uye oldum,tahmin edin ne etki biraktigini.bu yonetmeni mutlaka takip etmeliyim,sinemanin yolunun fotograftan gectiginin yasayan en buyuk kanitlarindan bu isim...tek kelimeyle buyuleyici.arsivime atiyorum"
Dönüş,positive,"""Bilmiyorduk ki o kutunun içinde neler saklıydı ve bilemedik de aslında yine bimiyorduk ki baba ve cocuklar kimlerdi babada neler saklıydı.Öğrendiğimiz tek şey ölümün baba sevgisinden daha belirgin olduğu geri dönüşün geç kalması cok geç kaldı!"""
Dönüş,negative,ölen oyuncu ivanı oyanayan değil andreyi oynayan vladmir garindir. yanlış bilgi vermeyelim lütfen...ayrıca film çekimi esnasında değil film gösterime girmeden bir gün önce hayatını kaybetmiştir.
Deney,positive,"insanın eline bir yetki verildiği zaman bunu  kişinin kendi iç dünyasıyla nasıl bir paralellik kurduğu çok iyi bir şekilde yansıtılmış bu film de bunu çevremizde de görmek zaten gayet doğal bir şey artık, bir örnek vermek gerekirse en ufağından hastane de ya da başka bir yer de sıra almak ya da herhangi başka bir işlem yaptırmak
istediğimiz de karşılaştığımız tepkiler zaten  bunun en iyi göstergesi 10/7"
Deney,positive,"mütevazi vede çok güzel bir film.çoğu kişi korku,gerilim dendimi kasvetli ve karanlık bi yer, dakka başı dank dunk efektler bekler( ki nedense hep böyledir,komedide de küfür olmazsa olmazdır!)alın size iyi bir gerilim filmi(anlayana)"
Deney,positive,mutlaka izlenmesi gereken bir film.
Deney,positive,kesinlikle türünün en ii lerinden izleyipte pişman olmucanız bir film 10/9
Deney,positive,en başta senaryo çok güzel.hiçbir filmde gerilmediğim kadar gerildim.insan psikolojisini çok iyi yansıtmışlar.ayrıca doranın filme tam hakim olmaması filmi daha bir hoş kılmış.gerilim filmi sevenlerin kaçırmaması gereken bir film.
Deney,positive,Gardiyan rolündekilerin bu derece ileri gitmesi saçma olsada yinede insanı gerim gerim germeyi başardığı için devamlı bir sonraki aşamada neler olacağını merak ediyorsunuz başlardaki adamla kadının sahneleri çok gereksiz ve yapay olmuş ama hapishane sahneleri güzel oyunculuk çıkarılmış. 8/10
Deney,positive,"-MİDESİ VE SİNİRLERİ SAÐLAM OLANLARA ZİYAFET-DEney filmi ilk bakışta ilginç konusu dışında normal bir film gibi göründü gözüme buna rağmen bu Alman filmini övgülere boğanın ne olduğunu anlamak için gitmek gerekiyordu ve festivalin kalabalık programı arasında gözardı etmek zorunda kaldığım ve sonra da Halk ödülü aldığı için kaçırdığıma üzüldüğüm bu filmi dün izleme olanağı buldum.Filmin ilk yarısı kurgu, hikayeye giriş ve geliştirme açısından iyi olsa da sıradanlık da göze çarpmıyor değil.Fakat karakterleri tanıdıkça ve tabiiki bütünleştikçe yönetmenin bizle oynadığı vicdan oyununu kaybetmemeniz de içten bile değil.Belki başka filmlerdeki şiddet görüntüleri bu filmdekinin kat be kat fazlası, aşırısıdır ama bu filmdeki şiddet insanı öylesine bir kuşatıyor ki walkaboutun değindiği bir arkadaşının filmden sonra ağlamasının normal olduğunu kesinlikle anlayacaksınız. Klostrofobik bir film demek tam manasıyla doğru olmaz asıl olarak bir hapishanedeki iktidar kavgasının boyutlarını başarılı bir şekilde abartan bir bağımsız film gibiydi bence.Filmin başrolünde daha vizyonlarımızda olan diğer bir kaliteli Alman filmi Lola Rennt den tanıdığımız  Moritz Bleibtreu oynuyor.Oyunculuğu vasatın biraz üstü sadece,ama gardiyan Berus rolündeki Justus von Dohnanyi nin performansı mükemmmel.Görmelisiniz.Tekrar ediyorum film gerçek bir ziyafet ama bu ziyafet midesi ve sinirleri sağlam olanlar için...Kendinizi bir tartın gidebileceğinizi düşünüyorsanız hiç durmayın...Bol sinemalı günleeeeer"
Deney,positive,"Filmi izleyeli çok oldu ama görünce yazmadan geçemiyeceğim.
bu film bana hayatımda izlerken yumruklarımı sıktıran tek film desem yeterli olur sanırım eğer gerilim filmi seviyorsanız ve bu filmi izlemediyseniz kesinlikle gerilim filmi izlemediniz derim ben 10 üzerinden 9 veriyorum bu filme"
Deney,negative,psikoloji dersinde bahsetmişlerdi bu filmden yeni izleyebildim tamam düşünce güzel zaten gerçek bir deneyden alınan bir çalışma ama bunu perdeye aktarırıken bence çok fazla hata yapılmış duygudurumlar verilen tepkiler bazen çok fazla abartılmış senaryoda aşırı kopukluklar var zorlama sahneler var yani saati nasıl doldururum kaygısı bence filmde çok yaşanmış Bu da filmin birçok döneminde insanı sıkıyor.
Deney,positive,bu denli çarpıcı olabileceğini düşünemedim ve hata ettm çk şahane film insanoğlu durdurak bilmiyor ve ne kadarda onursuz olabiliyor çk etkilendiğim bir sahne vardı da:(
Deney,positive,gercekten harikuladeydi...izlemezsenz kesınlıkle yarım kalırsınız
Deney,positive,"öncelikle belirtmeliyim ki yönetmen ve görüntü yönetmeni, filmin havasını oldukça iyi oluşturmuş. zimbardo deneyinden yola çıkılan film iyi senaryolaştırılmış, belki biraz eğreti duran duygusal ilişki ile de yer yer stilize nokta atışları yapmaya çalışılmış. eleştiriler bu aşkın filme uymadığı doğrultusunda yoğunlaşsa da ben katılmıyorum. filmin ağır ve şiddeti bol havasına contrast gösteren bu sekanslar farklı bir psikolojik bakış açısı sağlıyor.kesinlikle izlenmesi gereken bir film, bir ara bulun ve izleyin."
Deney,positive,"bazılarının hoşuna gitmese de , film birçok yönden harika... İnsanın çok kısa süre içinde nasıl değişim gösterebildiğini anlatan bir yapım"
Deney,positive,cok begendım
Deney,negative,Gerçek bir hikayeden esinlenerek çekilen filmi genel olarak beğendiğimi söyleyebilirim ama Tarekin esrarengiz sevgilisi gerçekten çok aptalca bağlanmış olaya.Aslında filmin bütününde böyle bir karakter olmasa daha iyi olurmuş.
